Index(['day', 'timestamp', 'product', 'bid_price_1', 'bid_volume_1',
       'bid_price_2', 'bid_volume_2', 'bid_price_3', 'bid_volume_3',
3700,TOMATOES,5001.5,0,0
3800,EMERALDS,10000.0,0,0
3800,TOMATOES,5001.0,0,0
3900,TOMATOES,5002.0,0,0
3900,EMERALDS,10000.0,0,0
4000,EMERALDS,10000.0,0,0
4000,TOMATOES,5002.5,0,0
4100,TOMATOES,5002.5,0,0
4100,EMERALDS,10000.0,0,0
4200,EMERALDS,10004.0,0,0
4200,TOMATOES,5002.5,0,0
4300,TOMATOES,4998.5,0,0
4300,EMERALDS,10000.0,0,0
4400,EMERALDS,10000.0,0,0
4400,TOMATOES,5001.5,0,0
4500,TOMATOES,5002.0,0,0
4500,EMERALDS,10000.0,0,0
4600,EMERALDS,10000.0,0,0
4600,TOMATOES,5002.0,0,0
4700,TOMATOES,5002.0,0,0
4700,EMERALDS,10000.0,0,0
4800,EMERALDS,10000.0,0,0
4800,TOMATOES,5002.0,0,0
4900,TOMATOES,5002.0,0,0
4900,EMERALDS,10000.0,0,0
5000,EMERALDS,9996.0,0,0
5000,TOMATOES,5002.5,0,0
5100,TOMATOES,5002.5,0,0
5100,EMERALDS,10000.0,0,0
5200,EMERALDS,10000.0,0,0
5200,TOMATOES,5002.5,0,0
5300,TOMATOES,5002.5,0,0
5300,EMERALDS,10000.0,0,0
5400,EMERALDS,10000.0,0,0
5400,TOMATOES,5002.5,0,0
5500,TOMATOES,5002.5,0,0
5500,EMERALDS,10000.0,0,0
5600,EMERALDS,10000.0,0,0
5600,TOMATOES,5002.5,0,0
5700,TOMATOES,5006.0,0,0
5700,EMERALDS,10000.0,0,0
5800,EMERALDS,10000.0,0,0
5800,TOMATOES,5001.5,0,0
5900,TOMATOES,5001.5,0,0
5900,EMERALDS,10000.0,0,0
6000,EMERALDS,10000.0,0,0
6000,TOMATOES,5002.0,0,0
6100,TOMATOES,5002.0,0,0
6100,EMERALDS,10000.0,0,0
6200,TOMATOES,5002.5,0,0
6200,EMERALDS,10000.0,0,0
6300,EMERALDS,10000.0,0,0
6300,TOMATOES,5002.0,0,0
6400,EMERALDS,10000.0,0,0
6400,TOMATOES,5002.0,0,0
6500,TOMATOES,5002.0,0,0
6500,EMERALDS,10000.0,0,0
6600,TOMATOES,5002.5,0,0
6600,EMERALDS,10000.0,0,0
6700,EMERALDS,10000.0,0,0
6700,TOMATOES,5002.5,0,0
6800,EMERALDS,10000.0,0,0
6800,TOMATOES,5003.5,0,0
6900,TOMATOES,5003.0,0,0
6900,EMERALDS,10000.0,0,0
7000,TOMATOES,5003.5,0,0
7000,EMERALDS,10000.0,0,0
7100,EMERALDS,10000.0,0,0
7100,TOMATOES,5004.5,0,0
7200,EMERALDS,10000.0,0,0
7200,TOMATOES,5004.0,0,0
7300,TOMATOES,5004.0,0,0
7300,EMERALDS,10000.0,0,0
7400,TOMATOES,5004.0,0,0
7400,EMERALDS,10000.0,0,0
7500,EMERALDS,10000.0,0,0
7500,TOMATOES,5004.5,0,0
7600,EMERALDS,10000.0,0,0
7600,TOMATOES,5005.0,0,0
7700,TOMATOES,5005.0,0,0
7700,EMERALDS,10000.0,0,0
7800,TOMATOES,5004.5,0,0
7800,EMERALDS,10000.0,0,0
7900,EMERALDS,10000.0,0,0
7900,TOMATOES,5005.5,0,0
8000,EMERALDS,10000.0,0,0
8000,TOMATOES,5005.5,0,0
8100,TOMATOES,5006.0,0,0
8100,EMERALDS,10000.0,0,0
8200,TOMATOES,5006.0,0,0
8200,EMERALDS,10000.0,0,0
8300,EMERALDS,10000.0,0,0
8300,TOMATOES,5006.0,0,0
8400,EMERALDS,10000.0,0,0
8400,TOMATOES,5007.0,0,0
8500,TOMATOES,5007.0,0,0
8500,EMERALDS,10000.0,0,0
8600,TOMATOES,5007.0,0,0
8600,EMERALDS,10000.0,0,0
8700,EMERALDS,10000.0,0,0
8700,TOMATOES,5007.5,0,0
8800,EMERALDS,10004.0,0,0
8800,TOMATOES,5007.5,0,0
8900,TOMATOES,5007.0,0,0
8900,EMERALDS,10000.0,0,0
9000,TOMATOES,5007.0,0,0
9000,EMERALDS,10000.0,0,0
9100,EMERALDS,10000.0,0,0
9100,TOMATOES,5006.5,0,0
9200,EMERALDS,10000.0,0,0
9200,TOMATOES,5007.0,0,0
9300,TOMATOES,5007.0,0,0
9300,EMERALDS,10000.0,0,0
9400,TOMATOES,5006.5,0,0
9400,EMERALDS,10000.0,0,0
9500,EMERALDS,10000.0,0,0
9500,TOMATOES,5006.5,0,0
9600,EMERALDS,10000.0,0,0
9600,TOMATOES,5006.0,0,0
9700,TOMATOES,5006.5,0,0
9700,EMERALDS,10000.0,0,0
9800,TOMATOES,5006.5,0,0
9800,EMERALDS,10000.0,0,0
9900,EMERALDS,10000.0,0,0
9900,TOMATOES,5006.5,0,0
10000,EMERALDS,10000.0,0,0
10000,TOMATOES,5006.5,0,0
10100,TOMATOES,5007.0,0,0
10100,EMERALDS,10000.0,0,0
10200,TOMATOES,5008.0,0,0
10200,EMERALDS,10000.0,0,0
10300,EMERALDS,10000.0,0,0
10300,TOMATOES,5008.5,0,0
10400,EMERALDS,10000.0,0,0
10400,TOMATOES,5008.5,0,0
10500,TOMATOES,5009.0,0,0
10500,EMERALDS,10000.0,0,0
10600,TOMATOES,5005.5,0,0
10600,EMERALDS,10000.0,0,0
10700,EMERALDS,10000.0,0,0
10700,TOMATOES,5008.5,0,0
10800,EMERALDS,10000.0,0,0
10800,TOMATOES,5007.5,0,0
10900,TOMATOES,5006.5,0,0
10900,EMERALDS,10000.0,0,0
11000,TOMATOES,5006.0,0,0
11000,EMERALDS,10000.0,0,0
11100,EMERALDS,10000.0,0,0
11100,TOMATOES,5005.5,0,0
11200,EMERALDS,10000.0,0,0
11200,TOMATOES,5006.0,0,0
11300,TOMATOES,5005.5,0,0
11300,EMERALDS,10000.0,0,0
11400,TOMATOES,5005.5,0,0
11400,EMERALDS,10000.0,0,0
11500,EMERALDS,10000.0,0,0
11500,TOMATOES,5005.5,0,0
11600,EMERALDS,10000.0,0,0
11600,TOMATOES,5005.5,0,0
11700,TOMATOES,5005.5,0,0
11700,EMERALDS,10000.0,0,0
11800,TOMATOES,5002.5,0,0
11800,EMERALDS,10000.0,0,0
11900,EMERALDS,10000.0,0,0
11900,TOMATOES,5006.0,0,0
12000,EMERALDS,10000.0,0,0
12000,TOMATOES,5005.0,0,0
12100,TOMATOES,5005.5,0,0
12100,EMERALDS,10000.0,0,0
12200,TOMATOES,5006.5,0,0
12200,EMERALDS,10000.0,0,0
12300,EMERALDS,10000.0,0,0
12300,TOMATOES,5007.0,0,0
12400,EMERALDS,10000.0,0,0
12400,TOMATOES,5007.5,0,0
12500,TOMATOES,5007.0,0,0
12500,EMERALDS,10000.0,0,0
12600,TOMATOES,5006.5,0,0
12600,EMERALDS,10000.0,0,0
12700,TOMATOES,5005.5,0,0
12700,EMERALDS,10000.0,0,0
12800,EMERALDS,10000.0,0,0
12800,TOMATOES,5005.5,0,0
12900,TOMATOES,5005.0,0,0
12900,EMERALDS,10000.0,0,0
13000,EMERALDS,10000.0,0,0
13000,TOMATOES,5005.0,0,0
13100,TOMATOES,5004.0,0,0
13100,EMERALDS,10000.0,0,0
13200,EMERALDS,10000.0,0,0
13200,TOMATOES,5004.5,0,0
13300,TOMATOES,5004.5,0,0
13300,EMERALDS,9996.0,0,0
13400,EMERALDS,10000.0,0,0
13400,TOMATOES,5005.0,0,0
13500,TOMATOES,5005.5,0,0
13500,EMERALDS,10000.0,0,0
13600,EMERALDS,10000.0,0,0
13600,TOMATOES,5005.5,0,0
13700,TOMATOES,5009.0,0,0
13700,EMERALDS,10000.0,0,0
13800,EMERALDS,10000.0,0,0
13800,TOMATOES,5004.5,0,0
13900,TOMATOES,5000.5,0,0
13900,EMERALDS,10000.0,0,0
14000,EMERALDS,10000.0,0,0
14000,TOMATOES,5004.5,0,0
14100,TOMATOES,5004.0,0,0
14100,EMERALDS,10000.0,0,0
14200,EMERALDS,10000.0,0,0
14200,TOMATOES,5004.0,0,0
14300,TOMATOES,5003.5,0,0
14300,EMERALDS,10000.0,0,0
14400,EMERALDS,10000.0,0,0
14400,TOMATOES,5004.5,0,0
14500,TOMATOES,5003.5,0,0
14500,EMERALDS,10000.0,0,0
14600,EMERALDS,10000.0,0,0
14600,TOMATOES,5000.5,0,0
14700,TOMATOES,5003.0,0,0
14700,EMERALDS,10000.0,0,0
14800,EMERALDS,10000.0,0,0
14800,TOMATOES,5003.0,0,0
14900,EMERALDS,10004.0,0,0
14900,TOMATOES,5005.0,0,0
15000,EMERALDS,10000.0,0,0
15000,TOMATOES,5003.0,0,0
15100,TOMATOES,5003.5,0,0
15100,EMERALDS,10000.0,0,0
15200,TOMATOES,5003.0,0,0
15200,EMERALDS,10000.0,0,0
15300,EMERALDS,10000.0,0,0
15300,TOMATOES,5003.0,0,0
15400,EMERALDS,10000.0,0,0
15400,TOMATOES,5003.0,0,0
15500,TOMATOES,5003.5,0,0
15500,EMERALDS,10000.0,0,0
15600,TOMATOES,5004.0,0,0
15600,EMERALDS,10000.0,0,0
15700,EMERALDS,10000.0,0,0
15700,TOMATOES,5004.0,0,0
15800,EMERALDS,10000.0,0,0
15800,TOMATOES,5005.0,0,0
15900,TOMATOES,5001.5,0,0
15900,EMERALDS,10000.0,0,0
16000,TOMATOES,5004.0,0,0
16000,EMERALDS,10000.0,0,0
16100,EMERALDS,10000.0,0,0
16100,TOMATOES,5001.0,0,0
16200,EMERALDS,10000.0,0,0
16200,TOMATOES,5003.5,0,0
16300,TOMATOES,5002.5,0,0
16300,EMERALDS,10000.0,0,0
16400,TOMATOES,5003.0,0,0
16400,EMERALDS,10000.0,0,0
16500,EMERALDS,10000.0,0,0
16500,TOMATOES,5003.0,0,0
16600,EMERALDS,10000.0,0,0
16600,TOMATOES,5003.0,0,0
16700,TOMATOES,5002.5,0,0
16700,EMERALDS,10000.0,0,0
16800,TOMATOES,5003.0,0,0
16800,EMERALDS,10000.0,0,0
16900,EMERALDS,10000.0,0,0
16900,TOMATOES,5002.5,0,0
17000,EMERALDS,10000.0,0,0
17000,TOMATOES,5002.5,0,0
17100,TOMATOES,5002.0,0,0
17100,EMERALDS,9996.0,0,0
17200,TOMATOES,5002.5,0,0
17200,EMERALDS,10000.0,0,0
17300,EMERALDS,10000.0,0,0
17300,TOMATOES,5003.0,0,0
17400,EMERALDS,10000.0,0,0
17400,TOMATOES,5005.5,0,0
17500,TOMATOES,5003.0,0,0
17500,EMERALDS,10000.0,0,0
17600,TOMATOES,5002.5,0,0
17600,EMERALDS,10000.0,0,0
17700,EMERALDS,10000.0,0,0
17700,TOMATOES,5002.5,0,0
17800,EMERALDS,10000.0,0,0
17800,TOMATOES,5002.5,0,0
17900,TOMATOES,5002.0,0,0
17900,EMERALDS,10000.0,0,0
18000,TOMATOES,5001.5,0,0
18000,EMERALDS,10000.0,0,0
18100,EMERALDS,10000.0,0,0
18100,TOMATOES,5002.0,0,0
18200,EMERALDS,10000.0,0,0
18200,TOMATOES,5001.5,0,0
18300,TOMATOES,5001.0,0,0
18300,EMERALDS,10000.0,0,0
18400,TOMATOES,5001.0,0,0
18400,EMERALDS,10000.0,0,0
18500,EMERALDS,10000.0,0,0
18500,TOMATOES,4997.5,0,0
18600,EMERALDS,10000.0,0,0
18600,TOMATOES,5000.0,0,0
18700,TOMATOES,5000.0,0,0
18700,EMERALDS,10000.0,0,0
18800,TOMATOES,4999.0,0,0
18800,EMERALDS,10000.0,0,0
18900,EMERALDS,10000.0,0,0
18900,TOMATOES,4998.5,0,0
19000,EMERALDS,10000.0,0,0
19000,TOMATOES,4998.5,0,0
19100,TOMATOES,4998.0,0,0
19100,EMERALDS,10000.0,0,0
19200,TOMATOES,4998.0,0,0
19200,EMERALDS,10000.0,0,0
19300,EMERALDS,10000.0,0,0
19300,TOMATOES,4999.0,0,0
19400,EMERALDS,10000.0,0,0
19400,TOMATOES,4999.5,0,0
19500,TOMATOES,4999.5,0,0
19500,EMERALDS,10000.0,0,0
19600,TOMATOES,4999.0,0,0
19600,EMERALDS,10000.0,0,0
19700,EMERALDS,10000.0,0,0
19700,TOMATOES,4999.5,0,0
19800,EMERALDS,10000.0,0,0
19800,TOMATOES,4999.5,0,0
19900,TOMATOES,4999.0,0,0
19900,EMERALDS,10000.0,0,0
20000,TOMATOES,4999.0,0,0
20000,EMERALDS,10000.0,0,0
20100,EMERALDS,10000.0,0,0
20100,TOMATOES,4998.5,0,0
20200,EMERALDS,10000.0,0,0
20200,TOMATOES,4999.5,0,0
20300,TOMATOES,4999.5,0,0
20300,EMERALDS,10000.0,0,0
20400,TOMATOES,4995.5,0,0
20400,EMERALDS,10000.0,0,0
20500,EMERALDS,10000.0,0,0
20500,TOMATOES,5000.5,0,0
20600,EMERALDS,10000.0,0,0
20600,TOMATOES,4998.5,0,0
20700,TOMATOES,5001.0,0,0
20700,EMERALDS,10000.0,0,0
20800,TOMATOES,4999.0,0,0
20800,EMERALDS,10000.0,0,0
20900,EMERALDS,10000.0,0,0
20900,TOMATOES,4999.5,0,0
21000,EMERALDS,10000.0,0,0
21000,TOMATOES,5000.0,0,0
21100,TOMATOES,4999.0,0,0
21100,EMERALDS,10000.0,0,0
21200,TOMATOES,4998.0,0,0
21200,EMERALDS,10000.0,0,0
21300,EMERALDS,10000.0,0,0
21300,TOMATOES,4998.5,0,0
21400,EMERALDS,10000.0,0,0
21400,TOMATOES,4998.0,0,0
21500,TOMATOES,4999.0,0,0
21500,EMERALDS,10000.0,0,0
21600,EMERALDS,10000.0,0,0
21600,TOMATOES,4999.0,0,0
21700,TOMATOES,4999.0,0,0
21700,EMERALDS,10000.0,0,0
21800,EMERALDS,10000.0,0,0
21800,TOMATOES,4999.0,0,0
21900,TOMATOES,4998.0,0,0
21900,EMERALDS,10000.0,0,0
22000,EMERALDS,10000.0,0,0
22000,TOMATOES,4998.5,0,0
22100,TOMATOES,4998.0,0,0
22100,EMERALDS,10000.0,0,0
22200,EMERALDS,10000.0,0,0
22200,TOMATOES,4998.0,0,0
22300,TOMATOES,4998.0,0,0
22300,EMERALDS,10000.0,0,0
22400,EMERALDS,10000.0,0,0
22400,TOMATOES,4997.0,0,0
22500,TOMATOES,4997.5,0,0
22500,EMERALDS,10000.0,0,0
22600,EMERALDS,10000.0,0,0
22600,TOMATOES,5001.0,0,0
22700,TOMATOES,4997.5,0,0
22700,EMERALDS,10000.0,0,0
22800,EMERALDS,10000.0,0,0
22800,TOMATOES,4997.5,0,0
22900,TOMATOES,4997.5,0,0
22900,EMERALDS,10000.0,0,0
23000,EMERALDS,10000.0,0,0
23000,TOMATOES,4996.5,0,0
23100,TOMATOES,4996.5,0,0
23100,EMERALDS,10000.0,0,0
23200,EMERALDS,10000.0,0,0
23200,TOMATOES,4996.5,0,0
23300,TOMATOES,4996.0,0,0
23300,EMERALDS,10000.0,0,0
23400,EMERALDS,10000.0,0,0
23400,TOMATOES,4996.0,0,0
23500,TOMATOES,4995.5,0,0
23500,EMERALDS,10000.0,0,0
23600,EMERALDS,10000.0,0,0
23600,TOMATOES,4996.0,0,0
23700,TOMATOES,4996.0,0,0
23700,EMERALDS,10000.0,0,0
23800,TOMATOES,4995.5,0,0
23800,EMERALDS,10000.0,0,0
23900,EMERALDS,10000.0,0,0
23900,TOMATOES,4995.0,0,0
24000,EMERALDS,10000.0,0,0
24000,TOMATOES,4994.5,0,0
24100,TOMATOES,4995.5,0,0
24100,EMERALDS,10000.0,0,0
24200,TOMATOES,4995.5,0,0
24200,EMERALDS,10000.0,0,0
24300,EMERALDS,10000.0,0,0
24300,TOMATOES,4995.5,0,0
24400,EMERALDS,10000.0,0,0
24400,TOMATOES,4996.0,0,0
24500,TOMATOES,4995.5,0,0
24500,EMERALDS,10000.0,0,0
24600,TOMATOES,4995.0,0,0
24600,EMERALDS,10000.0,0,0
24700,EMERALDS,10000.0,0,0
24700,TOMATOES,4994.5,0,0
24800,EMERALDS,10000.0,0,0
24800,TOMATOES,4995.5,0,0
24900,TOMATOES,4995.0,0,0
24900,EMERALDS,10000.0,0,0
25000,TOMATOES,4995.0,0,0
25000,EMERALDS,10000.0,0,0
25100,EMERALDS,10000.0,0,0
25100,TOMATOES,4995.0,0,0
25200,EMERALDS,10000.0,0,0
25200,TOMATOES,4995.5,0,0
25300,TOMATOES,4995.5,0,0
25300,EMERALDS,10000.0,0,0
25400,TOMATOES,4996.0,0,0
25400,EMERALDS,10000.0,0,0
25500,EMERALDS,10004.0,0,0
25500,TOMATOES,4996.0,0,0
25600,EMERALDS,10000.0,0,0
25600,TOMATOES,4996.0,0,0
25700,TOMATOES,4996.0,0,0
25700,EMERALDS,10000.0,0,0
25800,TOMATOES,4996.0,0,0
25800,EMERALDS,10000.0,0,0
25900,EMERALDS,10000.0,0,0
25900,TOMATOES,4995.5,0,0
26000,EMERALDS,10000.0,0,0
26000,TOMATOES,4995.0,0,0
26100,TOMATOES,4995.0,0,0
26100,EMERALDS,10000.0,0,0
26200,TOMATOES,4995.0,0,0
26200,EMERALDS,10000.0,0,0
26300,EMERALDS,10000.0,0,0
26300,TOMATOES,4994.0,0,0
26400,EMERALDS,10000.0,0,0
26400,TOMATOES,4994.5,0,0
26500,TOMATOES,4994.5,0,0
26500,EMERALDS,10000.0,0,0
26600,TOMATOES,4994.0,0,0
26600,EMERALDS,10000.0,0,0
26700,EMERALDS,10000.0,0,0
26700,TOMATOES,4995.0,0,0
26800,EMERALDS,10000.0,0,0
26800,TOMATOES,4991.5,0,0
26900,TOMATOES,4994.5,0,0
26900,EMERALDS,10000.0,0,0
27000,TOMATOES,4995.0,0,0
27000,EMERALDS,10004.0,0,0
27100,EMERALDS,10000.0,0,0
27100,TOMATOES,4995.5,0,0
27200,EMERALDS,10000.0,0,0
27200,TOMATOES,4995.0,0,0
27300,TOMATOES,4995.0,0,0
27300,EMERALDS,10000.0,0,0
27400,TOMATOES,4998.5,0,0
27400,EMERALDS,10000.0,0,0
27500,EMERALDS,10000.0,0,0
27500,TOMATOES,4994.5,0,0
27600,EMERALDS,10000.0,0,0
27600,TOMATOES,4994.0,0,0
27700,TOMATOES,4994.0,0,0
27700,EMERALDS,10000.0,0,0
27800,TOMATOES,4994.0,0,0
27800,EMERALDS,10000.0,0,0
27900,EMERALDS,10000.0,0,0
27900,TOMATOES,4993.5,0,0
28000,EMERALDS,10000.0,0,0
28000,TOMATOES,4993.5,0,0
28100,TOMATOES,4993.5,0,0
28100,EMERALDS,10000.0,0,0
28200,TOMATOES,4994.0,0,0
28200,EMERALDS,10000.0,0,0
28300,EMERALDS,10000.0,0,0
28300,TOMATOES,4994.0,0,0
28400,EMERALDS,10000.0,0,0
28400,TOMATOES,4993.0,0,0
28500,TOMATOES,4993.0,0,0
28500,EMERALDS,10000.0,0,0
28600,TOMATOES,4993.0,0,0
28600,EMERALDS,10000.0,0,0
28700,EMERALDS,10000.0,0,0
28700,TOMATOES,4993.5,0,0
28800,EMERALDS,10000.0,0,0
28800,TOMATOES,4993.5,0,0
28900,TOMATOES,4997.0,0,0
28900,EMERALDS,10000.0,0,0
29000,TOMATOES,4993.0,0,0
29000,EMERALDS,10000.0,0,0
29100,EMERALDS,10000.0,0,0
29100,TOMATOES,4992.0,0,0
29200,EMERALDS,10000.0,0,0
29200,TOMATOES,4993.0,0,0
29300,TOMATOES,4992.5,0,0
29300,EMERALDS,10000.0,0,0
29400,TOMATOES,4992.5,0,0
29400,EMERALDS,10000.0,0,0
29500,EMERALDS,10000.0,0,0
29500,TOMATOES,4991.5,0,0
29600,EMERALDS,10000.0,0,0
29600,TOMATOES,4991.0,0,0
29700,TOMATOES,4990.5,0,0
29700,EMERALDS,10000.0,0,0
29800,TOMATOES,4990.0,0,0
29800,EMERALDS,10000.0,0,0
29900,EMERALDS,10000.0,0,0
29900,TOMATOES,4990.0,0,0
30000,EMERALDS,10000.0,0,0
30000,TOMATOES,4985.5,0,0
30100,TOMATOES,4989.0,0,0
30100,EMERALDS,10000.0,0,0
30200,TOMATOES,4989.5,0,0
30200,EMERALDS,10000.0,0,0
30300,EMERALDS,10000.0,0,0
30300,TOMATOES,4989.5,0,0
30400,EMERALDS,10000.0,0,0
30400,TOMATOES,4991.5,0,0
30500,TOMATOES,4989.0,0,0
30500,EMERALDS,10000.0,0,0
30600,EMERALDS,10000.0,0,0
30600,TOMATOES,4990.0,0,0
30700,TOMATOES,4990.0,0,0
30700,EMERALDS,10000.0,0,0
30800,EMERALDS,10000.0,0,0
30800,TOMATOES,4990.0,0,0
30900,TOMATOES,4989.0,0,0
30900,EMERALDS,10000.0,0,0
31000,EMERALDS,10004.0,0,0
31000,TOMATOES,4992.5,0,0
31100,TOMATOES,4991.0,0,0
31100,EMERALDS,10000.0,0,0
31200,EMERALDS,10000.0,0,0
31200,TOMATOES,4990.5,0,0
31300,TOMATOES,4990.0,0,0
31300,EMERALDS,10000.0,0,0
31400,EMERALDS,10000.0,0,0
31400,TOMATOES,4990.5,0,0
31500,TOMATOES,4990.0,0,0
31500,EMERALDS,10000.0,0,0
31600,EMERALDS,10000.0,0,0
31600,TOMATOES,4990.0,0,0
31700,TOMATOES,4990.0,0,0
31700,EMERALDS,10000.0,0,0
31800,EMERALDS,10000.0,0,0
31800,TOMATOES,4992.5,0,0
31900,TOMATOES,4989.5,0,0
31900,EMERALDS,10000.0,0,0
32000,EMERALDS,10000.0,0,0
32000,TOMATOES,4990.0,0,0
32100,TOMATOES,4990.5,0,0
32100,EMERALDS,10000.0,0,0
32200,EMERALDS,10000.0,0,0
32200,TOMATOES,4990.5,0,0
32300,TOMATOES,4990.5,0,0
32300,EMERALDS,10000.0,0,0
32400,EMERALDS,10000.0,0,0
32400,TOMATOES,4990.5,0,0
32500,TOMATOES,4991.0,0,0
32500,EMERALDS,10000.0,0,0
32600,EMERALDS,10000.0,0,0
32600,TOMATOES,4991.5,0,0
32700,TOMATOES,4991.0,0,0
32700,EMERALDS,10000.0,0,0
32800,TOMATOES,4991.5,0,0
32800,EMERALDS,10000.0,0,0
32900,EMERALDS,10000.0,0,0
32900,TOMATOES,4991.5,0,0
33000,EMERALDS,10000.0,0,0
33000,TOMATOES,4992.0,0,0
33100,TOMATOES,4991.0,0,0
33100,EMERALDS,10000.0,0,0
33200,TOMATOES,4986.5,0,0
33200,EMERALDS,10000.0,0,0
33300,EMERALDS,10000.0,0,0
33300,TOMATOES,4990.5,0,0
33400,EMERALDS,10000.0,0,0
33400,TOMATOES,4991.5,0,0
33500,TOMATOES,4991.5,0,0
33500,EMERALDS,10000.0,0,0
33600,TOMATOES,4991.0,0,0
33600,EMERALDS,10000.0,0,0
33700,EMERALDS,10000.0,0,0
33700,TOMATOES,4990.5,0,0
33800,EMERALDS,10000.0,0,0
33800,TOMATOES,4991.0,0,0
33900,TOMATOES,4991.0,0,0
33900,EMERALDS,10000.0,0,0
34000,TOMATOES,4991.5,0,0
34000,EMERALDS,10000.0,0,0
34100,EMERALDS,10000.0,0,0
34100,TOMATOES,4990.5,0,0
34200,EMERALDS,10000.0,0,0
34200,TOMATOES,4990.0,0,0
34300,TOMATOES,4990.0,0,0
34300,EMERALDS,10000.0,0,0
34400,TOMATOES,4990.5,0,0
34400,EMERALDS,10000.0,0,0
34500,EMERALDS,10000.0,0,0
34500,TOMATOES,4990.5,0,0
34600,EMERALDS,10000.0,0,0
34600,TOMATOES,4990.5,0,0
34700,TOMATOES,4991.0,0,0
34700,EMERALDS,10000.0,0,0
34800,TOMATOES,4992.0,0,0
34800,EMERALDS,10000.0,0,0
34900,EMERALDS,10000.0,0,0
34900,TOMATOES,4991.5,0,0
35000,EMERALDS,10000.0,0,0
35000,TOMATOES,4992.0,0,0
35100,TOMATOES,4993.0,0,0
35100,EMERALDS,10000.0,0,0
35200,TOMATOES,4993.0,0,0
35200,EMERALDS,10000.0,0,0
35300,EMERALDS,10000.0,0,0
35300,TOMATOES,4993.0,0,0
35400,EMERALDS,10000.0,0,0
35400,TOMATOES,4993.5,0,0
35500,TOMATOES,4993.5,0,0
35500,EMERALDS,10000.0,0,0
35600,TOMATOES,4993.5,0,0
35600,EMERALDS,10000.0,0,0
35700,EMERALDS,10000.0,0,0
35700,TOMATOES,4993.5,0,0
35800,EMERALDS,10000.0,0,0
35800,TOMATOES,4993.0,0,0
35900,TOMATOES,4993.5,0,0
35900,EMERALDS,10000.0,0,0
36000,TOMATOES,4993.0,0,0
36000,EMERALDS,10000.0,0,0
36100,EMERALDS,10000.0,0,0
